nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,17629,,,,,,,495,,,,247,72,,21665,,,,,7240,,,,,92,INTERMEZZO,,,,,,282,,{},254335,,,,,17722,Nonbarbiturate Hypnotic,1,,,281006,,17722,,{},,,,281006,5005,,
,,,,2832,,,,,305,,,,16,,250,200,,,,,,189541,7463,,,,,,LEVULAN KERASTICK,,,Treats wart-like lesions (actinic keratoses).,,,,,{},84923,,,,,3137,Photosensitizing Agent,,,,274465,,3137,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008933/?report=details,274465,,,
,,,,13632,,,59381,62,,,366,,,,240,81,,10599,,,,,8556,,,,,36,QUILLIVANT XR,,,Treats attention-deficit/hyperactivity disorder (ADHD) and narcolepsy.,219,,380,,{},221126,38,,,,13775,CNS Stimulant,7,360,,307802,,13775,49,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011170/?report=details,307802,16646,,
,,,,13632,,,59381,62,,,366,,,,240,81,,10599,,,,,8556,,,,,36,QUILLIVANT XR,,,Treats attention-deficit/hyperactivity disorder (ADHD) and narcolepsy.,219,,380,,{},221126,38,,,,13775,Central Nervous System Agent,7,360,,307802,,13775,49,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011170/?report=details,307802,16646,,
,,,,1175,,,131750,,22,,294,,34,,236,305,,51423,,,,61500,7457,,,,,206,LETAIRIS,,,Treats pulmonary arterial hypertension.,167,,171,,{},40751,79,,,,1486,Antihypertensive,4,,,312980,,1486,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008911/?report=details,312980,27554,,
,,,3,1961,,,205715,6,,,279,,,,237,296,,23327,,,,,9220,4475,,,,143,SUSTIVA,,,"Treats HIV infection. This medicine does not cure HIV or AIDS, but it may slow the progress of the disease.",137,,267,,{},44764,117,,,,2253,Antiretroviral Agent,23,394,,309851,,2253,19,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010077/?report=details,309851,31550,,83
,,,,16163,,,4650,145,,,152,,,,229,80,,29030,,,,,5696,,,,,100,BROVANA,,,Treats breathing problems caused by COPD (chronic obstructive pulmonary disease). This medicine is a bronchodilator.,366,,241,,{},221239,2,,,,16462,Bronchodilator,52,199,,326675,,16462,917,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009097/?report=details,326675,70837,,
,,,,2400,,,218050,2,,,,,,,230,216,,28560,,,,,7809,,,,,116,NAPRELAN,,,Treats fever and pain. This medicine is an NSAID.,132,,243,,{},75972,105,,,,2623,Analgesic,,365,,322628,,2623,45,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011337/?report=details,322628,,,
,,,,2400,,,218050,2,,,,,,,230,216,,28560,,,,,7809,,,,,116,NAPRELAN,,,Treats fever and pain. This medicine is an NSAID.,132,,243,,{},75972,105,,,,2623,Antimigraine,,365,,322628,,2623,45,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011337/?report=details,322628,,,
,,,,2400,,,218050,2,,,,,,,230,216,,28560,,,,,7809,,,,,116,NAPRELAN,,,Treats fever and pain. This medicine is an NSAID.,132,,243,,{},75972,105,,,,2623,Antirheumatic,,365,,322628,,2623,45,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011337/?report=details,322628,,,
,,,,2400,,,218050,2,,,,,,,230,216,,28560,,,,,7809,,,,,116,NAPRELAN,,,Treats fever and pain. This medicine is an NSAID.,132,,243,,{},75972,105,,,,2623,Central Nervous System Agent,,365,,322628,,2623,45,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011337/?report=details,322628,,,
,,,,2400,,,218050,2,,,,,,,230,216,,28560,,,,,7809,,,,,116,NAPRELAN,,,Treats fever and pain. This medicine is an NSAID.,132,,243,,{},75972,105,,,,2623,Musculoskeletal Agent,,365,,322628,,2623,45,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011337/?report=details,322628,,,
,,,,1972,,,248443,2139,,41,,5000,,,225,246,,13554,1,,,,5162,,,,,63,ADCIRCA,,,Treats erectile dysfunction and the symptoms of benign prostatic hyperplasia (enlarged prostate). Also treats pulmonary arterial hypertension (high blood pressure in the lungs).,125,,334,,{},63083,117,,,,4292,Antihypertensive,,91,,340619,,4292,10538,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012283/?report=details,340619,,,
,,,,1972,,,248443,2139,,41,,5000,,,225,246,,13554,1,,,,5162,,,,,63,ADCIRCA,,,Treats erectile dysfunction and the symptoms of benign prostatic hyperplasia (enlarged prostate). Also treats pulmonary arterial hypertension (high blood pressure in the lungs).,125,,334,,{},63083,117,,,,4292,Erectile Dysfunction Agent,,91,,340619,,4292,10538,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012283/?report=details,340619,,,
,,,,4450,,,156315,139,,,424,,,,232,183,,58232,,,,,8414,,,,,185,PREPOPIK,,,Used to cleanse the bowels in preparation for a colonoscopy. This medicine is a laxative.,153,,152,,{},94610,86,,,,4868,Laxative,8,172,,321103,,4868,1498,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014358/?report=details,321103,10446,,
,,,,4450,,,156315,139,,,424,,,,232,183,,58232,,,,,8414,,,,,185,PREPOPIK,,,Used to cleanse the bowels in preparation for a colonoscopy. This medicine is a laxative.,153,,152,,{},94610,86,,,,4868,Stimulant Combination,8,172,,321103,,4868,1498,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014358/?report=details,321103,10446,,
,,,,1328,,,131080,4,,38,193,8000,,,221,304,,115820,2,,,,9237,,,,,277,SYNAGIS,,,Prevents serious lung infections caused by respiratory syncytial virus (RSV) in babies and children who have a high risk of infection.,168,,82,,{},41123,70,,,,1697,Antiviral,16,363,,348651,,1697,46,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011568/?report=details,348651,52581,,
,,,,1328,,,131080,4,,38,193,8000,,,221,304,,115820,2,,,,9237,,,,,277,SYNAGIS,,,Prevents serious lung infections caused by respiratory syncytial virus (RSV) in babies and children who have a high risk of infection.,168,,82,,{},41123,70,,,,1697,Immunological Agent,16,363,,348651,,1697,46,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011568/?report=details,348651,52581,,
,,,1,3026,,,254913,4,,,412,,,,217,212,,13363,,,,,9248,100,,,,126,SYNTHROID,,,Treats hypothyroidism. Also treats an enlarged thyroid gland and thyroid cancer.,122,,336,,{},78496,191,,,,3352,Diagnostic Agent,4,331,,358581,,3352,77,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010926/?report=details,358581,11631,,174
,,,1,3026,,,254913,4,,,412,,,,217,212,,13363,,,,,9248,100,,,,126,SYNTHROID,,,Treats hypothyroidism. Also treats an enlarged thyroid gland and thyroid cancer.,122,,336,,{},78496,191,,,,3352,Thyroid Function,4,331,,358581,,3352,77,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010926/?report=details,358581,11631,,174
,,,1,3026,,,254913,4,,,412,,,,217,212,,13363,,,,,9248,100,,,,126,SYNTHROID,,,Treats hypothyroidism. Also treats an enlarged thyroid gland and thyroid cancer.,122,,336,,{},78496,191,,,,3352,Thyroid Supplement,4,331,,358581,,3352,77,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010926/?report=details,358581,11631,,174
,,,,3508,,,87730,,,,102,,,,218,194,,49363,,,,,9547,,,,,165,ULTIVA,,,Relieves pain during and after surgery or other medical procedures.,196,,176,,{},89763,94,,,,3809,Analgesic,42,,,354928,,3809,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011960/?report=details,354928,128070,,
,,,,3508,,,87730,,,,102,,,,218,194,,49363,,,,,9547,,,,,165,ULTIVA,,,Relieves pain during and after surgery or other medical procedures.,196,,176,,{},89763,94,,,,3809,Anesthetic Adjunct,42,,,354928,,3809,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011960/?report=details,354928,128070,,
,,,,27390,,,,4,,,,,,,215,51,,,,,,,5982,,,,,,COMBIVENT RESPIMAT,,,Treats chronic obstructive pulmonary disease (COPD).,,,,,{},359617,,,,,27394,Bronchodilator,,263,,359856,,27394,238,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010776/?report=details,359856,,,
,,,,1770,,,128555,18,,,101,,,,211,281,,59347,,,,,7343,,,,,127,JUXTAPID,,,Treats high cholesterol.,171,,146,,{},50139,111,,,,2068,Antihyperlipidemic,42,249,,367579,,2068,286,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014589/?report=details,367579,129250,,
,,,,2866,,,259450,19,1,,367,,106,,212,247,,19783,,,,3500,6127,,,,,114,CYCLOSET,,,"Treats menstrual problems, growth hormone overproduction, Parkinson disease, and pituitary tumors. Also used to stop breast milk production. Also used to help control blood sugar levels in patients with type 2 diabetes. This medicine is an ergot alkaloid.",120,,292,,{},62897,242,,,,3247,Antidiabetic,5,145,,364696,,3247,2565,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009330/?report=details,364696,16500,,
,,,,2866,,,259450,19,1,,367,,106,,212,247,,19783,,,,3500,6127,,,,,114,CYCLOSET,,,"Treats menstrual problems, growth hormone overproduction, Parkinson disease, and pituitary tumors. Also used to stop breast milk production. Also used to help control blood sugar levels in patients with type 2 diabetes. This medicine is an ergot alkaloid.",120,,292,,{},62897,242,,,,3247,Antiparkinsonian,5,145,,364696,,3247,2565,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009330/?report=details,364696,16500,,
,,,,2866,,,259450,19,1,,367,,106,,212,247,,19783,,,,3500,6127,,,,,114,CYCLOSET,,,"Treats menstrual problems, growth hormone overproduction, Parkinson disease, and pituitary tumors. Also used to stop breast milk production. Also used to help control blood sugar levels in patients with type 2 diabetes. This medicine is an ergot alkaloid.",120,,292,,{},62897,242,,,,3247,Prolactin Secretion Inhibitor,5,145,,364696,,3247,2565,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009330/?report=details,364696,16500,,
,,,15,3307,,,274455,6,,,492,,,,206,256,,30480,,,,,9048,14575,,,,103,SPRYCEL,,,Treats leukemia.,116,,235,,{},59270,195,,,,3632,Antineoplastic Agent,6,122,,388511,,3632,4556,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009824/?report=details,388511,5175,,35
,,,15,3307,,,274455,6,,,492,,,,206,256,,30480,,,,,9048,14575,,,,103,SPRYCEL,,,Treats leukemia.,116,,235,,{},59270,195,,,,3632,Immunological Agent,6,122,,388511,,3632,4556,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009824/?report=details,388511,5175,,35
,,,4,2399,,,142500,1690,,,347,,,,190,237,,48706,,,,,8468,1900,,,,81,PROCRIT,,,Treats anemia.,163,,179,,{},67928,54,,,,4238,Hematopoietic,10,10,,429550,,4238,148515,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010129/?report=details,429550,20000,,124
,,,4,22527,,,62415,173,,,143,,,,187,67,,32419,,,,,5901,2337,,,,122,CIALIS,,,Treats erectile dysfunction and the symptoms of benign prostatic hyperplasia (enlarged prostate). Also treats pulmonary arterial hypertension (high blood pressure in the lungs).,216,,228,,{},270243,78,,,,22952,Antihypertensive,48,120,,446606,,22952,4726,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012283/?report=details,446606,74464,,111
,,,4,22527,,,62415,173,,,143,,,,187,67,,32419,,,,,5901,2337,,,,122,CIALIS,,,Treats erectile dysfunction and the symptoms of benign prostatic hyperplasia (enlarged prostate). Also treats pulmonary arterial hypertension (high blood pressure in the lungs).,216,,228,,{},270243,78,,,,22952,Erectile Dysfunction Agent,48,120,,446606,,22952,4726,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012283/?report=details,446606,74464,,111
,,,,1821,,,,4,,,65,,,,202,173,,58524,,,,,5979,,,,,234,COMBIGAN,63,,Treats increased eye pressure from glaucoma or ocular hypertension.,,,151,1,{},103384,,,,,2196,Antiglaucoma Combination,136,171,,396977,,2196,1505,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009325/?report=details,396977,233500,21,
,,,,36468,,,,130,2,,445,,100,,183,45,,1011,,,,4000,5524,,,,,4,BENICAR,,,Treats high blood pressure. This medicine is an angiotensin receptor blocker (ARB).,,,599,,{},447175,,,,,36608,Cardiovascular Agent,4,303,,460682,,36608,120,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011479/?report=details,460682,8375,,
,,,,36468,,,,130,2,,445,,100,,183,45,,1011,,,,4000,5524,,,,,4,BENICAR,,,Treats high blood pressure. This medicine is an angiotensin receptor blocker (ARB).,,,599,,{},447175,,,,,36608,Renal Protective Agent,4,303,,460682,,36608,120,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011479/?report=details,460682,8375,,
,,,9,2796,,,302945,43,,,238,,,,174,179,,34150,,,,,5498,14125,,,,123,BARACLUDE,,,Treats hepatitis B.,110,,220,,{},97863,154,,,,3173,Antiviral,48,262,,487465,,3173,240,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010112/?report=details,487465,38142,,37
,,,,2263,,,365250,75,,,301,,,,170,202,,18425,,,,,6534,,,,,76,ENTEREG,,,Helps restore bowel function after bowel surgery.,95,,304,,{},83509,133,,,,2555,Gastrointestinal Agent,8,80,,507255,,2555,13421,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008906/?report=details,507255,26650,,
,,,7,2397,,,388047,11,,,334,,,,162,285,,48737,,,,,9867,10350,,,,155,YERVOY,,,Treats skin cancer (melanoma).,86,,178,,{},48759,293,,,,2897,Antineoplastic Agent,34,65,,535487,,2897,18292,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010769/?report=details,535487,21300,,50
,,,,32953,,,,500,,,286,,,,149,33,,,,,,,9788,,,,,,WELCHOL,,,Lowers cholesterol levels and treats type 2 diabetes.,,,,,{},553587,,,,,33498,Antihyperlipidemic,45,217,,584195,,33498,621,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009712/?report=details,584195,29987,,
,,,,1129,,,900,,80,,40,,14,,139,378,,43301,,,,229950,9444,,,,,112,TREANDA,,,Treats chronic lymphocytic leukemia (CLL) and non-Hodgkin lymphoma (NHL).,428,,191,,{},23060,1,,,,1328,Antineoplastic Agent,6,,,640210,,1328,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009228/?report=details,640210,342998,,
,,,,1065,,,250300,,85,,,,20,,141,178,,136825,,,,140150,9727,,,,,229,VIREAD,,,"Treats HIV infection and hepatitis B virus (HBV). HIV causes AIDS. This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",124,,62,,{},98185,204,,,,1583,Antiretroviral Agent,,,,625460,,1583,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012333/?report=details,625460,,,
,,,,1967,,,409500,694,,,254,,,,142,238,,54798,,,,,7228,,,,,168,INTELENCE,,,"Treats human immunodeficiency virus (HIV) infection. HIV causes acquired immune deficiency syndrome (AIDS). Etravirine does not cure HIV or AIDS, but it may slow the progress of the disease.",83,,157,,{},67888,291,,,,3135,Antiretroviral Agent,15,29,,622196,,3135,54553,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010237/?report=details,622196,35455,,
,,,1,2119,,,465120,,9,,,,60,,144,187,,34752,,,,20400,8572,850,,,,159,RANEXA,,,Treats chronic angina (chest pain).,75,,217,,{},93866,339,,,,2627,Antianginal,,,,614989,,2627,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011950/?report=details,614989,,,143
,,,2,9944,,,380376,82,,48,134,3925,,,128,93,,27348,1,,,,6555,3000,,,,201,EPIPEN,,,Treats severe allergic reactions (including anaphylaxis) in an emergency situation.,88,,249,,{},182602,404,,,,10643,Anaphylaxis Agent,9,248,,683216,,10643,305,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010119/?report=details,683216,85660,,97
,,,2,9944,,,380376,82,,48,134,3925,,,128,93,,27348,1,,,,6555,3000,,,,201,EPIPEN,,,Treats severe allergic reactions (including anaphylaxis) in an emergency situation.,88,,249,,{},182602,404,,,,10643,Anesthetic Adjunct,9,248,,683216,,10643,305,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010119/?report=details,683216,85660,,97
,,,2,9944,,,380376,82,,48,134,3925,,,128,93,,27348,1,,,,6555,3000,,,,201,EPIPEN,,,Treats severe allergic reactions (including anaphylaxis) in an emergency situation.,88,,249,,{},182602,404,,,,10643,Bronchodilator,9,248,,683216,,10643,305,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010119/?report=details,683216,85660,,97
,,,2,9944,,,380376,82,,48,134,3925,,,128,93,,27348,1,,,,6555,3000,,,,201,EPIPEN,,,Treats severe allergic reactions (including anaphylaxis) in an emergency situation.,88,,249,,{},182602,404,,,,10643,Vasopressor,9,248,,683216,,10643,305,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010119/?report=details,683216,85660,,97
,,,,4615,,,370500,3,,,121,,,,132,125,,44758,,,,,7093,,,,,85,ILEVRO,,,Treats eye pain and inflammation after cataract surgery. This medicine is an NSAID.,94,,184,,{},147207,176,,,,4903,Anti-Inflammatory,24,104,,672265,,4903,7225,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011387/?report=details,672265,102574,,
,,,,2873,,,,115,305,,,,7,,134,240,,41481,,,,550783,6668,,,,,208,FENTORA,,,Treats pain that is not relieved by other pain medicines. This medicine is a narcotic pain reliever.,,,195,,{},67070,,,,,3501,Analgesic,,85,,670844,,3501,11508,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010285/?report=details,670844,,,
,,,,4620,,,510064,,,,673,,,,126,196,,96880,,,,,9470,,,,,320,TROKENDI XR,,,"Treats and prevents seizures, and helps prevent migraine headaches.",68,,100,,{},88499,392,,,,5333,Anticonvulsant,1,,,695469,,5333,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012471/?report=details,695469,25,,
,,,,4620,,,510064,,,,673,,,,126,196,,96880,,,,,9470,,,,,320,TROKENDI XR,,,"Treats and prevents seizures, and helps prevent migraine headaches.",68,,100,,{},88499,392,,,,5333,Central Nervous System Agent,1,,,695469,,5333,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012471/?report=details,695469,25,,
,,,,7076,,,503000,7,,,600,,,,123,151,,120214,,,,,8712,,,,,329,RISPERDAL CONSTA,,,Treats schizophrenia and bipolar disorder.,69,,75,,{},119748,361,,,,7774,Antipsychotic,1,344,,745026,,7774,64,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012013/?report=details,745026,2000,,
,,,19,632,,,,53,86,,241,,24,,282,341,,28352,,,,96050,5777,27700,5,53,,99,CARDENE IV,,,Treats high blood pressure.,,,247,,{},32641,,,,,905,Antihypertensive,14,182,,223816,,905,1219,{},,2,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011400/?report=details,223816,37800,,19
,,,19,632,,,,53,86,,241,,24,,282,341,,28352,,,,96050,5777,27700,5,53,,99,CARDENE IV,,,Treats high blood pressure.,,,247,,{},32641,,,,,905,Cardiovascular Agent,14,182,,223816,,905,1219,{},,2,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011400/?report=details,223816,37800,,19
,,,,1637,,,429750,,10,,477,,70,,104,143,,309211,,,,16100,8969,,,,,598,SOVALDI,,,"Treats hepatitis C. Used together with ribavirin, with or without peginterferon-alfa.",80,,23,,{},130166,197,,,,2445,Antiviral,3,,,891228,,2445,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021873/?report=details,891228,6000,,
,,,,1126,,,828980,,,,,,,,89,195,,102430,,,,,9151,,,,,396,STRIBILD,,,"Treats HIV infection. HIV causes AIDS. This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",43,,93,,{},88833,453,,,,1975,Anti-Infective Agent,,,,1020244,,1975,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014328/?report=details,1020244,,,
,,,,1126,,,828980,,,,,,,,89,195,,102430,,,,,9151,,,,,396,STRIBILD,,,"Treats HIV infection. HIV causes AIDS. This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",43,,93,,{},88833,453,,,,1975,Antiviral,,,,1020244,,1975,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014328/?report=details,1020244,,,
,,,,1126,,,828980,,,,,,,,89,195,,102430,,,,,9151,,,,,396,STRIBILD,,,"Treats HIV infection. HIV causes AIDS. This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",43,,93,,{},88833,453,,,,1975,Reverse Transcriptase Inhibitor Combination,,,,1020244,,1975,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014328/?report=details,1020244,,,
,,,,15,,,1115210,14,,,,,,,76,856,,,,,,,5140,,,,,,ACTONEL,,,Prevents or treats osteoporosis (weak bones). Also treats Paget disease of the bone.,32,,,,{},255,9,,,,38,Calcium Regulator,,269,,1115683,,38,217,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012009/?report=details,1115683,,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Amebicide,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Amebicide,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Intestinal,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Antiacne,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Antibiotic,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Antimalarial,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Antiprotozoal,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,,2714,,,1157490,,,,496,,,,72,267,,1516,,,,,6291,,,,,29,DORYX,,,Treats and prevents infections. Also used to prevent malaria and treat rosacea or severe acne. This medicine is a tetracycline antibiotic.,30,,568,,{},53830,37,,,,2782,Dental Agent,2,,,1217837,,2782,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010039/?report=details,1217837,5000,,
,,,1,3732,,,1165820,3,,,576,,,,68,215,,15676,,,,,5409,2500,,,,59,ASACOL HD,,,Treats and prevents flare-ups of ulcerative colitis.,29,,326,,{},77008,36,,,,3834,Anti-Inflammatory,3,329,,1263785,,3834,79,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011105/?report=details,1263785,2700,,107
,,,1,3732,,,1165820,3,,,576,,,,68,215,,15676,,,,,5409,2500,,,,59,ASACOL HD,,,Treats and prevents flare-ups of ulcerative colitis.,29,,326,,{},77008,36,,,,3834,Gastrointestinal Agent,3,329,,1263785,,3834,79,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011105/?report=details,1263785,2700,,107
,,,,8962,,,1181950,,,,,,,,64,105,,9066,,,,,5427,,,,,106,ATELVIA,,,Prevents or treats osteoporosis (weak bones). Also treats Paget disease of the bone.,27,,408,,{},173571,71,,,,9139,Calcium Regulator,,,,1364588,,9139,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012009/?report=details,1364588,,,
,,,4,22890,,,909964,6,,,177,,,,61,47,,21607,,,,,5710,3300,,,5,92,BUTRANS,,,Treats severe pain. This medicine is a narcotic pain reliever.,38,,284,,{},409212,1128,58,,,24143,Analgesic,18,268,,1403954,,24143,226,{},39,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009353/?report=details,1403954,59586,,94
,,,,19718,,,524049,,,,,,,,55,10,,,,,,,9319,,,,,,TESTIM,,,Treats low testosterone levels. Testosterone is a male hormone.,65,,,,{},1039190,455,,,,20173,Endocrine-Metabolic Agent,,,,1563239,,20173,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012356/?report=details,1563239,,,
,,,53,56342,,,787262,591,9,,317,,30,,38,17,,129362,,,,79302,9031,46099,,,,340,SPIRIVA,,,Prevents bronchospasm caused by chronic obstructive pulmonary disease (COPD) and reduces exacerbations.,45,,67,,{},884779,758,,,,58202,Bronchodilator,109,83,,1962630,,58202,12284,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012437/?report=details,1962630,23539,,6
