nonaccredited_cnt,investment_cnt,accredited_sum,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,charitable_sum,accredited_cnt,speaking_rank,research_sum,travel_rank,charitable_cnt,drugs,meal_sum,accredited_rank,cleanname,gift_sum,speaking_cnt,royalty_sum,general_cnt,consulting_cnt,education_rank,research_cnt,education_sum,nonaccredited_sum,facility_cnt,gift_rank,devices,entertainment_cnt,general_sum,consulting_sum,charitable_rank,facility_rank
,,6000,84,349,,6183,,,,,,,,653,379,,1080,,,,,1429,,70,38,1,3,,1,285,15000,545,,{},6348,31,"Hoya Surgical Optics, Inc.",41,13,,104,,,2,,,,185,{},2,19692,,,
,,,93,,,,,,,,,,,773,357,,,,,,,1430,,,,,,,,,,,,{},7537,,Hydrogel Vision Corporation,,,,93,,,,,,,,{},,7537,,,
,,,54,202,,,1,,,338,,,,511,524,,1674,,,,,1431,,,,,3,15000,,,180825,506,1,{},1610,,Hyperion Therapeutics Inc.,,,,85,26,294,22,56,,,,{},,47295,28955,33,
,,,65,,,10628,,,,199,,,,358,411,,17161,,,,,1432,,43,297,,36,,,260,,286,,{},4498,,"Icad, Inc.",,86,,211,17,,,,,,,{},7,117216,84631,,
,,,9,,,,,,,,,,,890,610,,889,,,,,1433,,,,,3,,,,,562,,{},706,,Iconacy Orthopedic Implants LLC,,,,12,,,,,,,,{},,1596,,,
,,,,,,,,,,,,,,1003,,,,,,,,1434,,,,,,,,,,,,{},,,Icu Medical Inc.,,,,0,,,,,,,,{},,0,,,
,,,,335,,4782321,,,,,,,,38,,63,,,1,,,1435,,,,,,,,13,22475,,,{},,,"Idev Technologies, Inc.",,12,233355,12,,,8,,,,,{},,4782321,,,
,,,1,,,,,,,,,,,992,766,,,,,,,1436,,,,,,,,,,,,{},83,,"Ikaria,Inc.",,,,1,,,,,,,,{},,83,,,
,100,,,,,,,,,,,,22,420,,,,,,83615,,1437,,,,,,,,,,,,{},,,Illinois Cryotherapy LP,,,,100,,,,,,,,{},,83615,,,
,,,630,,,,,26,91,,33660,51,,379,328,,7411,5,,,54372,1438,,,,,30,,,,,382,,{},9373,,"Impax Laboratories, Inc.",,,,691,,,,,,,,{},,104816,,,
,,183700,2038,,,9000,,,86,,37845,,,217,152,,19501,26,,,,1439,,,,,87,200,19,269,,266,1,{},73499,7,Implant Direct International LLC,,3,,2174,,,,,,,,{},,323747,,94,
,,,15,,,6070,,,,,,,,776,548,,,,,,,1440,,,,,,,,286,,,,{},1369,,Imris Inc.,,2,,17,,,,,,,,{},,7439,,,
,,,,,,40699,,11,,,,155,,530,,,,,,,2200,1441,,,,,,,,193,,,,{},,,"Inc.ontrol Medical, LLC",,6,,17,,,,,,,,{},,42899,,,
,,,2492,10,,341847,52,,121,59,14000,,,109,155,,134674,2,,,,1442,13400,,,,529,25000,,81,37824015,93,1,{},70426,,Inc.yte Corporation,,179,,3750,483,210,272,1743,,12,,{},,1111990,510897,21,67
,15,,,,,,,,,,,,4,201,,,,,,380000,,1443,,,,,,,,,,,,{},,,"Inland Surgical Products, LLC",,,,15,,,,,,,,{},,380000,,,
,,,721,,,,,,,263,,,,483,334,,,,,,,1444,,,,12,,,,,,,,{},9046,,Innocutis Holdings LLC,555,,,767,34,,,,,,139,{},,60401,50800,,
,,,,,,250075,,,,,,,,245,,,,,,,,1445,,,,,,,,95,,,,{},,,"Innovative Cryosurgery, LLC",,3755,,3755,,,,,,,,{},,250075,,,
,,,,,,121083,,,,,,,,353,,,,,,,,1446,,,,,,,,136,,,,{},,,"Innovative Lasers, LLC",,4580,,4580,,,,,,,,{},,121083,,,
,,,,343,,,,,,,,,,971,,85,,,6,,,1447,,48,212,,,,,,18350,,,{},,,"Innovative Medical Products, Inc.",,,81357,1,,,6,,,,,{},1,212,,,
,,,,,,,,19,,,,55,,519,,,,,,,46146,1448,,,,,,,,,,,,{},,,"Innovative Ophthalmic Products, Inc.",,,,19,,,,,,,,{},,46146,,,
,,,25,,,,18,,,,,,,703,596,,8050,,,,,1449,,,,,19,,,,,372,,{},839,,"Innovative Trauma Care, Inc.",,,,62,,170,,4101,,,,{},,12991,,,
,,,32,,,5518,,,,188,,,,366,545,,12098,,,,,1450,,,,,16,,,291,,330,,{},1408,,Innovision Inc.orporated,,4,,62,10,,,,,,,{},,113087,94062,,
,,,43,,,,,,,,,,,896,546,,,,,,,1451,,,,,,,,,,,,{},1388,,"Inogen, Inc.",,,,43,,,,,,,,{},,1388,,,
,,,4,,,,,1,,,,164,,884,687,,,,,,1500,1452,,,,,,,,,,,,{},298,,"Inova Diagnostics, Inc.",,,,5,,,,,,,,{},,1798,,,
,,,193,,,,,,,,,,,804,399,,,,,,,1453,,,,,,,,,,,,{},4969,,Inova Labs Inc.,,,,193,,,,,,,,{},,4969,,,
,,35,8,285,,98838,,,,,,,,376,533,197,5581,,1,,,1454,,,,,5,,1,143,52501,406,,{},1532,53,Institute For Transfusion Medicine,,19,150,33,,,25,,,,,{},,105988,,,
,,,3,160,,885,10,1,,507,,158,,663,720,,266,,,,2000,1455,,,,,3,,,367,326741,600,,{},182,,Instrumentation Laboratory Company,,42,,64,5,131,10,9430,,,,{},,18063,5300,,
,,,5652,276,,1741885,,20,,68,,58,,56,68,,301000,,,,43700,1456,,,,,408,,,31,58581,58,,{},247064,,Insys Therapeutics Inc.,,775,,7044,189,,2,,,,,{},,2781900,448250,,
,,,445,,,,,,,,,,,642,255,,117,,,,,1457,,,,,7,,,,,608,,{},20872,,Integra  Lifesciences Sales LLC,,,,452,,,,,,,,{},,20989,,,
,,,3250,293,,115128,18,,45,51,158500,,,100,94,38,136404,9,82,,,1458,,,,,675,,,138,49554,91,,{},169559,,Integra Lifesciences Corporation,,35,627840,4185,198,93,7,21160,,,,{},,1201033,600280,,
,,,7,,,,,,,,,,,988,758,183,,,8,,,1459,,,,,,,,,,,,{},104,,"Integra York Pa, Inc.",,,1550,7,,,,,,,,{},,104,,,
,,,,,,,,,,,,,,1003,,,,,,,,1460,,,,,,,,,,,,{},,,"Intelligent Medical Devices, Inc.",,,,0,,,,,,,,{},,0,,,
,,,5,,,,,,,589,,,,865,768,,1897,,,,,1461,,,,,1,,,,,498,,{},79,,"Intercell USA, Inc.",,,,7,1,,,,,,,{},,2427,450,,
,,,1,,,,,,,,,,,998,788,,,,,,,1462,,,,,,,,,,,,{},35,,"Interrad Medical, Inc.",,,,1,,,,,,,,{},,35,,,
,,,936,,,,,,,211,,,,295,144,,19320,,,,,1463,,37,563,25,52,,,,,267,,{},79047,,"Intersect Ent, Inc.",1300,,,1042,27,,,,,,119,{},2,179232,79000,,
,,,4,308,,,,,,431,,,,682,639,,,,,,,1464,,,,,,,,,33000,,,{},534,,"Interventional Spine, Inc.",,,,7,3,,2,,,,,{},,14789,14255,,
,,,,149,,,,,,,,,,1003,,,,,,,,1465,,,,,,,,,385791,,,{},,,"Intuitive Surgical Operations, Inc.",,,,0,,,29,,,,,{},,0,,,
,,,14964,,,707585,3615,125,42,86,167000,15,,10,32,,1611044,8,,,401990,1466,,46,223,213,8400,,,49,,9,,{},737412,,"Intuitive Surgical, Inc.",760323,165,,27635,144,1,,8038247,,,6,{},1,12753551,329722,,
,,,,,,37500,,,,,,,,554,,,,,,,,1467,,29,1008,,,,,199,,,,{},,,Invacare Corporation,,2,,11,,,,,,,,{},9,38508,,,
,,,,,,,,,,,,,,902,,,1234,,,,,1468,,,,,8,,,,,537,,{},,,Ipsen Biopharm Limited,,,,8,,,,,,,,{},,1234,,,
,,,1113,90,,73455,89,,131,289,11000,,,255,189,,56024,2,,,,1469,,,,17,80,,,160,1178034,159,,{},43448,,"Ipsen Biopharmaceuticals, Inc.",1695,42,,1364,21,208,301,1955,,,116,{},,228777,41200,,
,,,,184,,,,,,,,,,1003,,,,,,,,1470,,,,,,,,,215008,,,{},,,Ipsen Bioscience Inc.,,,,0,,,7,,,,,{},,0,,,
,,,18,390,,8000,,,,,,,,532,509,,32572,,,,,1471,,,,,20,,,276,6500,215,,{},1799,,Ipsen Innovation,,1,,39,,,2,,,,,{},,42371,,,
,,,7,361,,,,,103,478,22400,,,491,371,,8062,1,,,,1472,4360,,,1,6,,,,11750,371,,{},6904,,Ipsen Pharma Sas,7771,,,22,6,,1,,,1,80,{},,57785,8286,,110
,,,,213,,133,,,,,,,,982,,,,,,,,1473,,,,,,,,396,153992,,,{},,,"Iquum, Inc.",,1,,1,,,2,,,,,{},,133,,,
,,,9,258,,,,,,186,,,,390,704,,1631,,,,,1474,,52,173,,3,,,,90060,511,,{},232,,"Irhythm Technologies, Inc.",,,,30,17,,4,,,,,{},1,96237,94199,,
,,,817,62,,95950,2,,,64,,,,134,200,,95574,,,,,1475,,,,,347,,,146,2448552,114,,{},37235,,"Iroko Pharmaceuticals, LLC",,36,,1357,155,303,478,23,,,,{},,722797,494014,,
,,,10377,201,,,10,,169,217,2643,,,220,75,,14048,3,,,,1476,,,,,17,6000,,,181764,312,24,{},217412,,"Ironwood Pharmaceuticals, Inc.",,,,10453,22,301,4,28,,,,{},,311893,71761,52,
,3,,3,,,350,,,,561,,,55,745,717,,,,,6887,,1477,,,,,,,,388,,,,{},185,,Isci Holdings Inc.,,1,,9,2,,,,,,,{},,9373,1950,,
,,,13,,,,,,,,,,,975,735,,,,,,,1478,,,,,,,,,,,,{},154,,Iscreen Vision Inc.,,,,13,,,,,,,,{},,154,,,
,,,87,388,,,,,,193,,,,392,415,,,,,,,1479,,,,,,,,,7000,,,{},4338,,"Isoray, Inc.",,,,92,5,,1,,,,,{},,96003,91665,,
,,,158,,,,,,,498,,,,685,382,,2399,,,,,1480,,,,,10,,,,,477,,{},5908,,"Isotis Orthobioligics, Inc.",,,,171,3,,,,,,,{},,14682,6375,,
,,,91,328,,15315,,,116,290,15000,,,443,425,130,425,1,1,,,1481,,,,,2,,,243,24200,588,,{},3788,,"Isto Technologies, Inc.",,5,25000,120,21,,4,,,,,{},,75400,40870,,
,,,,,,37794,,,,,,,,501,,,16751,,,,,1482,,,,,32,,,198,,294,,{},,,Itxm Clinical Services,,2,,34,,,,,,,,{},,54546,,,
,,,,,,,,,,,,,,795,,,5850,,,,,1483,,,,,12,,,,,402,,{},,,Itxm Diagnostics,,,,12,,,,,,,,{},,5850,,,
,,6185,4,,,15500,15,,,314,,,,445,718,,1339,,,,,1484,,,,3,2,,3,241,,534,,{},184,30,"J. Morita USA, Inc.",1178,3,,31,1,109,,15611,,,122,{},,74722,34723,,
,,,,,,,,7,,,,156,,811,,,2452,,,,2100,1485,,74,7,,5,,,,,476,,{},,,Jan Medical Inc.,,,,13,,,,,,,,{},1,4560,,,
,,,177385,407,,10314790,18170,,21,12,391336,,,2,1,,1594509,12,,,,1486,135449,,,1,4673,,,3,1921,10,,{},4232059,,"Janssen Pharmaceuticals, Inc.",63,5206,,206718,1141,4,1,1108848,,130,181,{},,20462630,2685575,,8
,,,222,12,,4000,,,,36,,,,108,279,,71738,,,,,1487,2500,,,,124,,,305,31344954,131,,{},16131,,"Janssen Research & Development, LLC",,1,,585,237,,1874,,,1,,{},,1113350,1018980,,126
,,,5322,74,,420105,9,,46,166,141162,,,120,108,,120116,6,,,,1488,8700,,,,336,8000,,76,1846561,98,2,{},138363,,Jazz Pharmaceuticals Inc.,,167,,5890,40,263,37,459,,8,,{},,958612,121705,47,85
,,,597,,,,,,,,,,,533,198,,,,,,,1489,3000,,,,,,,,,,,{},39359,,Johnson & Johnson Health Care Systems Inc.,,,,598,,,,,,1,,{},,42359,,,121
,,,20,,,,,,,452,,,,541,424,,25851,,,,,1490,,,,,20,,,,,238,,{},3914,,"Johnson & Johnson Medical Devices & Diagnostics Group   Latin America, LLC",,,,44,4,,,,,,,{},,40815,11050,,
14,,,8089,47,42,340147,153,,182,76,1630,,,97,61,,230237,1,,,,1491,,,,,326,,,82,3657767,72,,{},293447,,"Johnson & Johnson Vision Care, Inc.",,411,,9109,115,152,254,6165,6304,,,{},,1285937,408005,,
3,,,432,,48,65790,,,,555,,,,354,257,,28627,,,,,1492,,,,,95,,,163,,228,,{},20419,,Johnson and Johnson International,,26,,564,8,,,,3600,,,{},,120624,2187,,
,,,,,,,8,,,,,,,568,,,,,,,,1493,,,,,,,,,,,,{},,,"Joimax, Inc.",,,,8,,69,,34800,,,,{},,34800,,,
,,,4,,,,,,170,,2500,,,830,709,,855,1,,,,1494,,,,,2,,,,,564,,{},217,,Justright Surgical LLC,,,,7,,,,,,,,{},,3573,,,
,,,17,241,,35000,,,,334,,,,453,594,,7437,,,,,1495,,,,,9,,,206,109501,379,,{},853,,Kadmon Corporation LLC,,5,,42,11,,41,,,,,{},,73307,30017,,
,,,1273,,,,,29,,,,53,,398,215,,1938,,,,49849,1496,8700,,,,9,,,,,497,,{},32537,,Kadmon Pharmaceuticals LLC,,,,1317,,,,,,6,,{},,93025,,,85
,,,20,,,,49,,,,,,,629,512,,8496,,,,,1497,,,,,24,,,,,362,,{},1752,,Kairos Surgical Inc.,,,,93,,118,,13314,,,,{},,23564,,,
,,,,,,,,,,572,,,,911,,,,,,,,1498,,,,,,,,,,,,{},,,Kaneka Pharma America LLC,,,,1,1,,,,,,,{},,1050,1050,,
,68,,,,,,,,,,,,34,514,,,,,,46983,,1499,,,,,,,,,,,,{},,,Kansas Cryosurgery Associates LLC,,,,68,,,,,,,,{},,46983,,,
,,,14,,,,,,,,,,,818,654,,3808,,,,,1500,,,,,4,,,,,437,,{},440,,"Karl Storz Endoscopia Mexico, S.A.",,,,18,,,,,,,,{},,4248,,,
,,,1,,,,,,,,,,,1002,797,80,,,1,,,1501,,,,,,,,,,,,{},13,,"Karl Storz Endovision, Inc.",,,92013,1,,,,,,,,{},,13,,,
,,,,,,,,,,,,,,878,,,,,,,,1502,,,,2,,,,,,,,{},,,"Karl Storz Imaging, Inc.",1986,,,2,,,,,,,112,{},,1986,,,
,,,14,,,,,,,,,,,909,567,,,,,,,1503,,,,,,,,,,,,{},1103,,"Karl Storz Lithotripsy America, Inc.",,,,14,,,,,,,,{},,1103,,,
10,,,903,257,31,34020,6647,,36,152,196175,,,40,194,77,94862,62,2,,,1504,98636,58,127,2070,118,24000,,207,90073,115,5,{},40085,,Karlstorz Endoscopy America,1186280,34,101849,9908,17,2,5,2672984,15000,36,2,{},6,4501869,139697,22,13
,,,,,,,,,,512,,,,803,,,,,,,,1505,,,,,,,,,,,,{},,,"Katena Products, Inc.",,,,2,2,,,,,,,{},,5000,5000,,
,,,9,,,,,,,,,,,959,673,,,,,,,1506,,,,,,,,,,,,{},343,,Kavo Technologies LLC,,,,9,,,,,,,,{},,343,,,
,,,1955,174,,297117,169,,56,165,78000,,,147,161,,70332,4,,,,1507,,,,,216,,,86,264959,132,,{},62795,,"Kci USA, Inc.",,72,,2478,62,256,19,507,,,,{},,633284,124531,,
,,,133,,,26000,,8,,351,,90,,403,356,,19235,,,,14000,1508,,,,,35,,,222,,269,,{},7603,,"Kedrion Biopharma, Inc.",,11,,192,5,,,,,,,{},,91839,25000,,
,,,4,,,,,,,449,,,,721,777,,,,,,,1509,,,,,,,,,,,,{},53,,Kensey Nash,,,,16,12,,,,,,,{},,11278,11225,,
1,,161978,653,,47,2000,4,,13,93,594792,,,105,221,200,44366,1426,1,,,1510,,,,,84,28,43,340,,185,2,{},30742,11,Kerr Corporation,,2,25,2310,95,239,,788,4000,,,{},,1141878,303181,98,
,,,,252,,,,37,,177,,57,,292,,,261,,,,44551,1511,,1,27624,8,1,,,,95240,601,,{},,,Keystone Dental Inc.,8820,,,378,11,,8,,,,76,{},321,183768,102511,,
,,,,,,,1,,,,,,,934,,,,,,,,1512,,,,,,,,,,,,{},,,"Keystone Surgical Systems, Inc.",,,,1,,242,,712,,,,{},,712,,,
,,,2,413,,,,,,585,,,,936,711,168,,,5,,,1513,,,,,,,,,1000,,,{},204,,"Kinamed, Inc.",,,5673,3,1,,1,,,,,{},,704,500,,
,,,356,,,600,10,2,15,512,515820,144,,146,247,62,23116,105,50,,2750,1514,47600,20,1687,3,15,,,376,,248,,{},21538,,Kls Martin L.P.,412,1,236384,521,1,78,,28545,,19,145,{},9,647071,5000,,28
,,,,,,1233,,,,,,,,903,,,,,,,,1515,,,,,,,,361,,,,{},,,"Konica Minolta Medical Imaging USA, Inc.",,1,,1,,,,,,,,{},,1233,,,
,,,7,,,,,,,,,,,627,621,,18956,,,,,1516,,,,5,48,,,,,270,,{},640,,Kortmed Marketing and Management LLC,4283,,,60,,,,,,,95,{},,23879,,,
,,,,,,1000,,,,,,,,913,,,,,,,,1517,,,,,,,,365,,,,{},,,"Koven Technology, Inc.",,1,,1,,,,,,,,{},,1000,,,
,,,10,,,,,,,428,,,,674,579,,,,,,,1518,,,,,,,,,,,,{},964,,Kowa Pharmaceutical Co. Ltd.,,,,14,4,,,,,,,{},,15839,14875,,
,,,,,,,,2,,228,,99,,442,,,,,,,10000,1519,,,,,,,,,,,,{},,,Kuraray America Inc.,,,,82,80,,,,,,,{},,75651,65651,,
,,,2111,256,,,,,,105,,,,228,228,,,,,,,1520,,,,,,,,,91581,,,{},28433,,K V Pharmaceutical Company,,,,2133,22,,35,,,,,{},,286210,257777,,
,,,2,,,,,1,,,,164,,739,780,106,8373,,2,,1500,1521,,,,,7,,,,,363,,{},47,,Laerdal Medical Corporation,,,50125,10,,,,,,,,{},,9921,,,
,,,10,,,,,,,447,,,,704,608,,538,,,,,1522,,,,,1,,,,,576,,{},715,,"Lake Region Manufacturing, Inc. D.B.A. Lake Region Medical",,,,25,14,,,,,,,{},,12916,11662,,
,,,,,,,,1,,,,148,,861,,,,,,,2500,1523,,,,,,,,,,,,{},,,Lannett Company Inc.,,,,1,,,,,,,,{},,2500,,,
,,,1520,364,,63875,35,,,446,,,,339,210,100,18273,,8,,,1524,3650,,,,78,,,166,10864,275,,{},34148,,"Lantheus Medical Imaging, Inc.",,28,59755,1677,11,284,6,115,,5,,{},,132004,11941,,114
,31,,577,250,,616000,,,,27,,,1,29,190,33,91775,,34,5180483,,1525,,,,,158,,,54,97169,117,,{},43312,,"Lanx, Inc.",,1,755780,969,202,,13,,,,,{},,7245595,1314025,,
,,,,,,178629,,,,,,,,296,,,,,,,,1526,,,,,,,,112,,,,{},,,"Laser Specialty Medical, LLC",,6870,,6870,,,,,,,,{},,178629,,,
,,,1886,208,,,,,,82,,,,131,121,52,288252,,33,,,1527,39229,,,,1545,,,,159866,61,,{},106968,,Ldr Holding Corporation,,,321885,3530,92,,26,,,7,,{},,786918,352467,,40
,,,3,,,,,,,,,,,974,734,,,,,,,1528,,,,,,,,,,,,{},156,,"Ldr Spine USA, Inc.",,,,3,,,,,,,,{},,156,,,
,,,3,,,2250,,,,345,,,,596,789,,1118,,,,,1529,,,,,1,,,339,,541,,{},34,,Leica Microsystems Inc.,,2,,10,4,,,,,,,{},,29228,25825,,
,,,605,356,,6500,4,,,409,,,,459,245,155,22202,,5,,,1530,,,,2,38,,,282,13318,252,,{},21642,,"Lemaitre Vascular, Inc.",30,5,9760,664,10,185,4,3150,,,189,{},,70597,17072,,
,,,104,,,,1,2,,276,,135,,299,342,,4690,,,,3500,1531,,,,1,12,,,,,421,,{},8319,,"Lensar, Inc.",13480,,,126,6,34,,100000,,,63,{},,175990,46000,,
,,,4903,69,,427580,,,,375,,,,138,106,,112539,,,,,1532,,,,,256,,,74,1953183,102,,{},141246,,Leo Pharma As,,255,,5424,10,,202,,,,,{},,702322,20955,,
,,,40,,,350,33,,,,,,,753,627,,2329,,,,,1533,,,,,11,,,388,,478,,{},608,,"Liberty Surgical, Inc.",,1,,85,,155,,5701,,,,{},,8989,,,
,,,9,,,,,,,,,,,930,603,,,,,,,1534,,,,,,,,,,,,{},749,,Life Technologies Corporation,,,,9,,,,,,,,{},,749,,,
,,,7267,203,,1656312,60,,39,141,175440,,,50,47,,765711,10,,,,1535,7070,,,,1810,,,32,177829,32,,{},458609,,Lifecell Corporation,,542,,9707,15,30,6,112429,,3,,{},,3336115,160541,,98
,,,32,,,60934,,,,,,,,451,401,,7525,,,,,1536,,,,,14,,,169,,377,,{},4871,,Lifenet Health Inc.,,15,,61,,,,,,,,{},,73330,,,
,,,5139,337,,20000,455,,,250,,,,319,147,,2240,,,,,1537,2950,,,,19,,,233,21968,484,,{},78510,,"Lifescan, Inc.",,1,,5634,17,220,7,1413,,3,,{},,162090,56976,,124
,,,280,,,135370,,,141,584,7500,,,322,389,,631,3,,,,1538,10800,,,,2,,,130,,573,,{},5322,,Lifewatch Services Inc.,,20,,313,2,,,,,6,,{},,160173,550,,73
,,,,323,,,19,,,,,,,708,,,,,,,,1539,,,,,,3050,,,25000,,2,{},,,Linde Gas North America LLC,,,,21,,129,1,9508,,,,{},,12558,,63,
,,,26,,,,,1,,569,,95,,675,472,,,,,,12000,1540,,,,,,,,,,,,{},2511,,Lineage Therapeutics Inc.,,,,32,5,,,,,,,{},,15811,1300,,
56,,,578,196,11,51476,,,170,304,2500,,,251,214,,10827,1,,,,1541,,,,,28,,,176,190894,340,,{},33007,,"Liposcience, Inc.",,195,,866,8,,5,,106450,,,{},,241136,36875,,
,,,,,,,,,,369,,,,637,,,,,,,,1542,,,,,,,,,,,,{},,,Liventa Biosciences Inc.,,,,4,4,,,,,,,{},,21606,21606,,
,,,388,298,,,,,,391,,,,546,254,,,,,,,1543,,,,,,,,,44125,,,{},21079,,Lombard Medical Technologies Inc.,,,,392,4,,11,,,,,{},,40379,19300,,
,,,54,,,500,1,,87,265,37500,,,345,499,140,,1,1,,,1544,,,,,,,,382,,,,{},2034,,Lsi Solutions Inc.,,1,20072,59,2,68,,37500,,,,{},,127534,50000,,
1,,,7252,245,69,,910,7,,487,,81,,331,127,,1769,,,,20007,1545,,,,,3,,,,103021,501,,{},101339,,Luitpold Pharmaceuticals Inc.,,,,8174,1,120,51,13152,138,,,{},,143907,7500,,
,,,,,,439486,,,,,,,,181,,,,,,,,1546,,22,1375,,,,,73,,,,{},,,Lumenis Inc.,,43,,69,,,,,,,,{},26,440861,,,
1,,,,,59,27456,,,,395,,,,407,,,,,,,,1547,,,,13,,,,218,,,,{},,,Luminex Corporation,40177,2,,19,3,,,,1500,,44,{},,88134,19000,,
,,,7044,104,,,17,390,184,180,1000,7,,107,69,,43664,1,,,729425,1548,,,,,144,,,,821047,188,,{},243800,,Lundbeck LLC,,,,7649,53,253,97,553,,,,{},,1119484,101040,,
,,,3915,,,,,70,,,,48,,304,120,,4727,,,,60250,1549,,,,,8,,,,,419,,{},107160,,"Lupin Pharmaceuticals, Inc.",,,,3993,,,,,,,,{},,172138,,,
,,,14,,,,,,,173,,,,370,712,,,,,,,1550,,,,1,,,,,,,,{},203,,"M2S, Inc.",25,,,54,39,,,,,,190,{},,109330,109102,,
,,,1,,,,,,,461,,,,735,770,,,,,,,1551,,,,,,,,,,,,{},77,,"Maculogix, Inc.",,,,5,4,,,,,,,{},,10077,10000,,
2,,,3,,16,21320,,,,418,,,,378,729,,18251,,,,,1552,,,,,15,,,230,,276,,{},167,,Maillefer Instruments Holding Sarl,,1,,23,2,,,,49999,,,{},,105628,15890,,
,2,,736,141,,990891,4,,142,46,6200,,17,65,204,11,118896,1,23,104280,,1553,21427,,,,357,,,43,458507,99,,{},36153,,Mako Surgical Corp.,,5,5091222,1306,197,38,28,77876,,4,,{},,2085394,729669,,52
,,,18409,88,,691675,57,23,,129,,44,,86,54,47,109884,,7,,66400,1554,39724,,,81,276,,,51,1322545,105,,{},394821,,Mallinckrodt LLC,43339,397,377431,19376,79,221,64,1311,,54,41,{},,1534111,186955,,38
,,,,377,,4696,,,,,,,,792,,75,1381,,6,,,1555,,,,,1,,,300,7894,531,,{},,,Maquet Cardiopulmonary AG,,1,111694,2,,,1,,,,,{},,6077,,,
,,2500,5,236,,3000,,,192,456,375,,,526,640,,26640,1,,,,1556,,,,,14,,1,323,119796,233,,{},530,40,Maquet Cardiovascular LLC,,1,,30,8,,19,,,,,{},,43945,10900,,
,,,1349,,,46500,,,170,512,2500,,,297,175,,14042,1,,,,1557,16876,,,4,30,,,183,,313,,{},50350,,"Maquet Cardiovascular U.S. Sales, LLC",42508,19,,1419,1,,,,,15,42,{},,177777,5000,,59
,,,2,,,,,,,,,,,997,787,,,,,,,1558,,,,,,,,,,,,{},36,,"Mar Cor Purification, Inc.",,,,2,,,,,,,,{},,36,,,
,,,,,,,,,,415,,,,672,,,,,,,,1559,,,,,,,,,,,,{},,,"Marine Polymer Technologies, Inc.",,,,1,1,,,,,,,{},,16000,16000,,
,,,299,,,8193,32,20,57,83,76000,70,,144,303,54,30064,2,1,,26675,1560,3400,,,22,63,,,275,,221,,{},12465,,Masimo Corporation,112219,6,305000,546,96,57,,50754,,6,26,{},,658289,338517,,116
,,12000,64,,,,,,,,,,,692,507,,220,,,,,1561,,,,1,1,,3,,,605,,{},1804,21,Materialise Dental Inc.,18,,,69,,,,,,,193,{},,14043,,,
,,,,,,,,,,533,,,,748,,,6000,,,,,1562,,,,,2,,,,,399,,{},,,Materialise Dental Nv Belgium,,,,4,2,,,,,,,{},,9253,3253,,
,,,,,,,,,,396,,,,657,,,,,,,,1563,,,,,,,,,,,,{},,,Materialise Nv,,,,1,1,,,,,,,{},,18750,18750,,
,,,43,,,,,,,,,,,937,732,193,510,,1,,,1564,,,,,2,,,,,577,,{},160,,Materialise USA LLC,,,500,45,,,,,,,,{},,670,,,
,,,98,,,,,2,114,520,17000,158,,504,370,,18414,3,,,2000,1565,,11,4096,,28,,,,,274,,{},6916,,"Mauna Kea Technologies, Inc.",,,,179,4,,,,,,,{},44,52931,4504,,
,,,,,,,,,,596,,,,968,,,,,,,,1566,,,,,,,,,,,,{},,,Mckesson Corporation,,,,3,3,,,,,,,{},,247,247,,
,,,16,,,,,,,,,,,972,714,,,,,,,1567,,,,,,,,,,,,{},194,,"Mckesson Medical Surgical, Inc.",,,,16,,,,,,,,{},,194,,,
,,,36,,,207963,,,,,,,,265,471,,,,,,,1568,,,,,,6499,,105,,,31,{},2541,,Mckesson Specialty Care Distribution Corp.,,5484,,5551,,,,,,,,{},,217004,,51,
,,,43,,,838,,,,531,,,,588,464,,1064,,,,,1569,,,,6,6,21850,,368,,548,9,{},2699,,"Mckesson Technologies, Inc.",150,1,,67,2,,,,,,166,{},,30177,3575,24,
,,,7657,75,,,108,,,238,,,,184,97,,20375,,,,,1570,,,,,73,,,,1832695,262,,{},163623,,"Meda Pharmaceuticals, Inc.",,,,7845,7,24,277,187950,,,,{},,434749,62800,,
,,,133,,,,43,1,,92,,158,,198,305,,37944,,,,2000,1571,,,,,166,,,,,198,,{},12405,,Medacta USA,,,,364,21,72,,33715,,,,{},,393030,306964,,
,,,150,,,3510,1,,,508,,,,561,316,76,8922,,5,,,1572,,,,,10,4500,,315,,354,2,{},10349,,Medartis Inc.,,2,110127,169,4,166,,4500,,,,{},,36996,5214,60,
,,1163,249,254,,,,,157,511,4000,,,405,265,,60085,3,,,,1573,,,,,113,330,2,,93123,146,1,{},19237,49,Med El Corporation,,,,369,1,,1,,,,,{},,89903,5087,89,
,,,15,306,,37428,,,,501,,,,479,421,,7087,,,,,1574,,,,6,2,6597,,200,34757,386,7,{},4059,,Medela Inc.,207,9,,40,1,,1,,,,159,{},,61379,6000,50,
,,,24,,,,,,,236,,,,468,508,,407,,,,,1575,,,,,1,,,,,590,,{},1804,,Mederi Therapeutics Inc.,,,,38,13,,,,,,,{},,65949,63738,,
